status,open,close,type,account_id,client_id,value
Active,2014-03-21,,Brokerage,2284,784,13402.85911302879
Active,2013-09-23,,Roth IRA,2285,784,14103.303970350029
Active,2013-12-18,,Brokerage,2286,785,23651.872963619055
Active,2016-09-15,,Roth IRA,2287,785,211750.1341008392
Active,2017-01-20,,529,2288,786,7939.6671999046175
Active,2016-12-26,,Traditional IRA,2289,786,23211.29587620974
Active,2017-12-30,,Roth 401(k),2290,786,11760.738574746922
Active,2011-04-28,,Traditional IRA,2291,787,2213.581458213632
Active,2016-02-06,,Roth 401(k),2292,787,13792.748230108846
Active,2017-03-22,,Traditional IRA,2293,788,14186.478077093288
Inactive,2012-11-29,2017-10-26,529,2294,789,9477.361642494601
Active,2011-05-18,,Roth IRA,2295,789,2668.3820520838226
Active,2011-04-04,,Traditional IRA,2296,789,19007.569557797877
Active,2014-07-01,,Roth 401(k),2297,789,3974.1510827394313
Active,2018-02-06,,Roth 401(k),2298,790,11157.487140057712
Active,2006-03-07,,Traditional IRA,2299,790,18216.38750460617
Active,2014-01-18,,Roth IRA,2300,790,12598.94391530619
Inactive,2011-09-05,2015-01-22,Brokerage,2301,790,17049.392122437355
Active,2013-01-04,,529,2302,790,9185.158761772578
Active,2011-12-10,,Roth IRA,2303,791,18211.217482494572
Active,2014-06-18,,Roth IRA,2304,792,8516.85358401135
Active,2008-10-10,,Brokerage,2305,792,21549.861440832414
Active,2018-04-26,,Traditional IRA,2306,792,16060.405482713992
Active,2016-02-27,,529,2307,793,24881.933091206756
Active,2015-09-10,,Brokerage,2308,793,12806.952098575903
Active,2016-02-19,,Roth 401(k),2309,793,3627.0803253128383
Active,2017-11-20,,Roth IRA,2310,793,12460.682599433132
Active,2013-06-18,,Brokerage,2311,794,15138.791849115365
Active,2015-06-05,,Traditional IRA,2312,794,21395.668230348205
Active,2012-03-14,,Brokerage,2313,795,2210.875804247828
Active,2012-03-06,,529,2314,795,2946.853275683932
Active,2007-06-06,,Traditional IRA,2315,796,15538.35342251722
Inactive,2009-02-09,2018-01-25,Roth 401(k),2316,796,18904.67934871117
Active,2001-01-04,,Brokerage,2317,796,16766.566887579647
Active,2006-11-11,,Traditional IRA,2318,797,65756.77626177938
Active,2016-07-31,,Roth IRA,2319,798,15589.702307895006
Active,2015-07-03,,Brokerage,2320,798,20930.122780631522
Active,2013-04-26,,Roth 401(k),2321,798,5666.187830067442
Active,2014-09-22,,Traditional IRA,2322,798,179711.26116876095
Inactive,2011-05-24,2018-02-06,Roth IRA,2323,799,2031.0068482140969
Active,2012-08-30,,Roth IRA,2324,800,24501.590636450717
Active,2012-11-22,,529,2325,800,10981.995824222704
Active,2016-08-16,,Traditional IRA,2326,801,126633.85272434536
Active,2017-09-27,,529,2327,801,218801.64934007626
Inactive,2015-05-28,2017-09-24,Brokerage,2328,802,2987.399147681692
Active,2016-09-17,,529,2329,802,15721.970582742966
Active,2018-06-08,,Traditional IRA,2330,802,18426.245130024356
Active,2018-03-17,,Roth 401(k),2331,802,19105.612138309094
Active,2014-12-24,,Roth IRA,2332,802,2098.578924449397
Active,2014-03-29,,Roth 401(k),2333,803,8223.569258909083
Active,2015-07-13,,Traditional IRA,2334,803,15042.172305413038
Active,2015-08-18,,529,2335,803,4824.093710417761
Active,2014-03-29,,Brokerage,2336,803,8961.44838087045
Active,2015-04-01,,Traditional IRA,2337,804,8921.262429313198
Active,2015-10-08,,Brokerage,2338,804,21811.519944457006
Active,2016-10-12,,529,2339,804,4204.1775582035625
Inactive,2018-01-28,2018-09-04,Roth 401(k),2340,805,18193.274916173097
Active,2015-10-27,,Traditional IRA,2341,805,287937.01812117547
Active,2017-10-29,,529,2342,805,176881.978154697
Active,2017-08-14,,529,2343,806,4567.463580356598
Active,2018-01-31,,Brokerage,2344,806,11327.108534099294
Active,2018-06-26,,Traditional IRA,2345,806,272330.3842265562
Active,2017-06-14,,Roth 401(k),2346,806,8785.637703857043
Active,2009-03-21,,Roth 401(k),2347,807,1734.4662074590635
Inactive,2009-07-09,2015-06-24,529,2348,807,7385.707872696997
Inactive,2014-02-01,2018-03-29,Brokerage,2349,807,23263.218666019824
Active,2015-07-12,,Roth IRA,2350,808,20284.737998876986
Active,2014-12-16,,Roth 401(k),2351,808,2269.8298629616984
Active,2006-10-14,,Traditional IRA,2352,808,7065.309715122249
Active,2009-05-03,,529,2353,808,21740.851769627276
Active,2012-08-25,,Brokerage,2354,808,168214.4842850411
Active,2017-05-30,,Roth IRA,2355,809,11255.453828405229
Active,2015-03-23,,Brokerage,2356,809,14896.729236757747
Active,2017-10-03,,Brokerage,2357,810,13353.772969018573
Active,2018-06-28,,529,2358,810,15130.458592849862
Active,2013-06-28,,Traditional IRA,2359,810,4208.18257901687
Inactive,2018-06-19,2018-10-26,Roth 401(k),2360,811,9531.4899164761
Active,2017-12-09,,529,2361,811,4202.407332468198
Inactive,2018-05-27,2018-09-17,Roth IRA,2362,811,1616.6012778731301
Active,2018-07-17,,Brokerage,2363,811,9100.656056814323
Active,2014-02-26,,Brokerage,2364,812,22829.917120531427
Active,2013-04-13,,Roth IRA,2365,813,2615.0801778475125
Active,2013-05-27,,Traditional IRA,2366,813,11849.339004119032
Active,2010-11-07,,Brokerage,2367,814,69562.95566813185
Active,2008-08-27,,Roth 401(k),2368,814,21840.33435013043
Active,2016-12-20,,529,2369,814,22514.209504709088
Active,2009-10-22,,Traditional IRA,2370,814,70323.72171149871
Active,2005-04-27,,Roth IRA,2371,814,19081.781847245227
Active,2018-05-24,,529,2372,815,5557.305856008777
Active,2016-05-06,,Traditional IRA,2373,815,10534.098759960618
Active,2014-10-20,,Roth IRA,2374,815,14126.253513126925
Inactive,2007-05-01,2016-10-24,Roth IRA,2375,816,3752.034257999113
Active,2011-10-01,,Brokerage,2376,817,94642.90601235737
Active,2017-10-18,,529,2377,817,1393.5698009919531
Active,2003-05-23,,Traditional IRA,2378,817,17854.555186866237
Active,2011-07-12,,Roth IRA,2379,817,19650.17370260978
Inactive,2003-01-19,2016-06-17,Roth 401(k),2380,817,8951.649766191593
Active,2016-06-19,,Traditional IRA,2381,818,13472.126640599528
Active,2018-04-17,,529,2382,818,22837.02272008144
Active,2017-11-18,,Roth 401(k),2383,818,11478.948368200226
Active,2012-11-09,,Roth IRA,2384,818,11875.789031706712
Active,2013-11-02,,Roth 401(k),2385,819,14686.972140598244
Active,2016-07-10,,Roth IRA,2386,820,6876.337642956336
Active,2010-09-11,,Traditional IRA,2387,820,14198.554974450346
Active,2015-06-14,,Brokerage,2388,820,19387.629655420653
Inactive,2006-11-07,2009-03-02,529,2389,821,9407.012717967236
Active,2005-05-04,,Brokerage,2390,821,3064.5931851891246
Active,2017-02-04,,Roth 401(k),2391,821,6692.123746431498
Active,2017-01-16,,Roth IRA,2392,821,22979.046365395712
Active,2010-10-03,,Traditional IRA,2393,821,4523.27187366585
Active,2008-05-25,,Roth IRA,2394,822,123330.83070897913
Active,2017-01-19,,Traditional IRA,2395,822,1377.5630817168371
Active,2004-11-13,,Brokerage,2396,823,20932.750961357215
Active,2009-06-30,,Roth IRA,2397,823,23659.91621645761
Active,2009-04-22,,Traditional IRA,2398,824,14644.568441125695
Active,2017-12-21,,Brokerage,2399,824,20830.89837629432
Active,2018-06-01,,529,2400,825,17208.447819047084
Inactive,2009-03-21,2013-03-15,Brokerage,2401,825,22818.687693807766
Active,2009-12-11,,Roth IRA,2402,825,1366.5425941091974
Active,2018-03-27,,529,2403,826,8501.319491098757
Active,2003-01-16,,Brokerage,2404,826,21421.972686699046
Active,2011-12-14,,Traditional IRA,2405,826,14906.59770610821
Active,2012-12-16,,Roth 401(k),2406,827,21326.50371872495
Active,2014-09-07,,Brokerage,2407,828,227541.36567290765
Active,2018-05-27,,Roth IRA,2408,828,7844.830116881866
Active,2018-03-17,,Roth 401(k),2409,829,16572.32946821556
Active,2015-01-26,,Brokerage,2410,829,12805.191862788066
Inactive,2012-04-30,2017-10-02,529,2411,829,56656.541252927556
Inactive,2015-09-21,2018-05-02,Traditional IRA,2412,829,22836.316853151096
Active,2011-05-24,,Roth IRA,2413,829,15956.878565643618
Active,2016-07-15,,Brokerage,2414,830,24510.23669652672
Active,2007-05-26,,Roth IRA,2415,830,11543.944637450504
Inactive,2005-01-07,2010-07-12,529,2416,830,18375.18196093467
Active,2013-05-20,,Roth 401(k),2417,830,165498.96860184998
Active,2016-04-17,,Roth IRA,2418,831,11648.015903379994
Inactive,2008-05-07,2017-02-23,529,2419,831,6463.760994654765
Active,2016-09-07,,Brokerage,2420,831,22703.51695807566
Active,2016-04-13,,Roth 401(k),2421,831,15446.879170270244
Active,2018-01-10,,Traditional IRA,2422,831,4712.711557870763
Active,2018-01-19,,529,2423,832,6427.087219077502
Active,2014-08-02,,Brokerage,2424,832,241402.96975634727
Active,2018-01-18,,Roth IRA,2425,833,14196.108941479644
Active,2018-02-27,,Brokerage,2426,833,15765.984268305177
Active,2018-02-22,,529,2427,833,14809.83220304729
Active,2018-06-21,,Traditional IRA,2428,833,9252.87368394698
Active,2017-05-26,,Brokerage,2429,834,17680.89866459252
Active,2014-07-24,,Roth IRA,2430,835,18246.148052846613
Active,2009-01-17,,529,2431,835,22912.731743560016
Active,2010-06-20,,Brokerage,2432,836,74073.71402935093
Active,2009-10-30,,Roth IRA,2433,836,8055.410605889132
Inactive,2016-03-14,2017-02-02,Roth 401(k),2434,836,12160.835450199493
Active,2014-04-22,,529,2435,836,284441.7285944974
Active,2013-09-16,,Traditional IRA,2436,836,23300.515266576334
Active,2011-07-20,,Brokerage,2437,837,22217.429563608133
Inactive,2008-09-12,2016-10-18,Roth IRA,2438,837,145097.18665171746
Inactive,2014-12-26,2015-05-04,529,2439,837,24120.777728462577
Active,2016-05-15,,Brokerage,2440,838,16849.45349410239
Active,2007-01-07,,Roth IRA,2441,838,5349.5878062377205
Active,2007-03-08,,Traditional IRA,2442,838,9643.058001666584
Active,2012-12-12,,Roth 401(k),2443,839,133474.3717604429
Active,2016-11-02,,Brokerage,2444,839,6523.156394559487
Active,2013-09-19,,529,2445,839,11319.068100509818
Active,2017-04-13,,Roth 401(k),2446,840,19579.79983982545
Inactive,2018-04-06,2018-09-13,529,2447,840,6604.959246043052
Active,2017-11-11,,Brokerage,2448,840,20334.62927253562
Inactive,2017-10-05,2018-09-26,Roth IRA,2449,840,22381.348423384006
Active,2016-10-03,,Traditional IRA,2450,840,6093.517748634491
Active,2018-04-04,,Brokerage,2451,841,1328.063289889208
Active,2017-10-01,,Roth IRA,2452,841,3902.313815814015
Inactive,2017-10-23,2018-10-18,529,2453,842,6909.771232035995
Active,2018-04-08,,Traditional IRA,2454,842,243634.67824988413
Active,2017-09-25,,Roth IRA,2455,842,1082.377432062949
Active,2010-06-22,,Brokerage,2456,843,4077.5050009901543
Active,2014-12-14,,Roth IRA,2457,843,1304.826569885253
Active,2013-01-30,,529,2458,843,21991.794742450773
Active,2018-03-12,,Roth IRA,2459,844,23481.027304884297
Active,2018-03-07,,Brokerage,2460,844,2285.3318525454306
Active,2015-09-01,,529,2461,844,4353.308998570528
Active,2018-02-03,,Roth 401(k),2462,844,103537.35064414378
Active,2015-01-12,,Traditional IRA,2463,844,3336.307643938054
Active,2011-04-25,,Roth 401(k),2464,845,20135.55793531067
Active,2014-12-16,,Brokerage,2465,845,3784.6160162952538
Active,2014-04-18,,Roth IRA,2466,845,5975.032891542335
Active,2017-06-28,,Roth 401(k),2467,846,24446.930442701727
Active,2015-09-12,,Brokerage,2468,846,18029.8104543656
Active,2012-11-07,,Roth IRA,2469,847,8988.446873728592
Active,2009-11-17,,Roth 401(k),2470,847,17140.510562754607
Active,2017-09-10,,Brokerage,2471,848,11286.136677930912
Inactive,2014-07-22,2018-06-20,Traditional IRA,2472,848,10183.395957112245
Active,2012-09-01,,529,2473,848,13961.796461607399
Active,2018-03-17,,Roth 401(k),2474,849,8623.810033005851
Active,2017-04-29,,Brokerage,2475,849,20553.794103057728
Active,2015-11-17,,529,2476,850,22614.249466898473
Active,2016-10-22,,Brokerage,2477,850,7563.8025200375
Inactive,2017-09-27,2018-03-03,Traditional IRA,2478,850,3054.8661519494462
Inactive,2018-07-14,2018-10-24,Roth 401(k),2479,850,9680.248572546861
Active,2012-10-21,,Traditional IRA,2480,851,19730.410023769542
Inactive,2016-02-12,2018-10-11,Roth IRA,2481,851,2960.021033145926
Active,2018-05-28,,Brokerage,2482,851,10526.860388309855
Active,2013-01-08,,Roth 401(k),2483,851,15276.490432790415
Active,2001-06-30,,Roth 401(k),2484,852,24656.932623024455
Active,2015-03-08,,Roth IRA,2485,852,14093.56703022826
Active,2015-04-28,,Brokerage,2486,852,20331.274449229397
Active,2018-04-04,,Roth 401(k),2487,853,12217.992728923598
Active,2017-05-15,,Brokerage,2488,853,5582.457587426549
Active,2016-03-03,,Roth IRA,2489,853,19061.42858394426
Inactive,2015-03-28,2017-09-06,529,2490,853,4448.182320329568
Active,2010-06-24,,Brokerage,2491,854,4251.365051106853
Active,2008-07-08,,529,2492,854,9001.212155141831
Active,2011-08-06,,Roth 401(k),2493,854,15473.701484694551
Active,2016-11-05,,Roth IRA,2494,854,4967.681306642163
Active,2018-03-27,,Brokerage,2495,855,9568.764292649219
Active,2016-10-05,,Roth IRA,2496,855,21988.40179466275
Active,2018-06-24,,Traditional IRA,2497,855,4875.327573574174
Active,2013-02-27,,Roth 401(k),2498,855,9766.977165636676
Active,2015-08-29,,529,2499,855,21673.426204098312
Active,2014-03-08,,Traditional IRA,2500,856,11281.86041586594
Active,2014-02-03,,529,2501,856,13704.476905365382
Active,2014-03-03,,Roth IRA,2502,856,24054.542342865712
Active,2017-01-19,,Roth 401(k),2503,856,1249.8909421877595
Active,2014-12-21,,Brokerage,2504,856,10544.384649597912
Active,2018-03-20,,Roth IRA,2505,857,7690.7180809856745
Active,2018-05-05,,Brokerage,2506,857,188776.64345141282
Active,2018-06-10,,529,2507,857,15645.875975914953
Active,2017-11-22,,Traditional IRA,2508,857,1696.0893438992234
Active,2013-11-09,,Roth 401(k),2509,858,3536.7302563400863
Active,2006-07-05,,Roth IRA,2510,858,6251.151303356853
Inactive,2006-12-11,2007-10-02,529,2511,858,24108.807880479835
Active,2002-02-18,,Roth IRA,2512,859,16210.664265532372
Active,2002-07-05,,Roth 401(k),2513,859,12196.365592529832
Active,2010-06-10,,Roth 401(k),2514,860,15609.550037953548
Inactive,2007-05-30,2008-06-11,Roth IRA,2515,860,12129.53765160036
Active,2006-02-01,,Brokerage,2516,861,16289.840174919867
Active,2016-10-22,,529,2517,862,20178.002298789947
Active,2016-10-02,,Brokerage,2518,862,74141.4415093587
Active,2017-02-15,,Roth IRA,2519,862,3031.618294920866
Active,2016-08-02,,Roth 401(k),2520,862,21173.087452064785
Active,2017-12-07,,Traditional IRA,2521,862,9211.889949499462
Active,2010-10-11,,529,2522,863,237485.462583982
Active,2013-08-09,,Brokerage,2523,863,22748.343879831853
Active,2011-03-17,,Roth 401(k),2524,864,1827.2583689828757
Active,2017-03-06,,Roth 401(k),2525,865,12279.781309569578
Active,2016-07-21,,Traditional IRA,2526,865,14911.036843205968
Inactive,2014-04-26,2016-07-22,Roth IRA,2527,865,21757.796953096735
Active,2016-10-29,,529,2528,865,2528.1220645481944
Active,2015-06-12,,Roth IRA,2529,866,5792.189882284381
Active,2016-01-05,,Roth 401(k),2530,866,20436.80530957592
Active,2017-03-27,,Brokerage,2531,866,119060.34136338485
Active,2015-01-06,,Roth IRA,2532,867,2580.0412781313444
Active,2011-03-22,,Traditional IRA,2533,867,3450.5148590097906
Inactive,2008-04-14,2017-10-03,Brokerage,2534,867,17071.902383836976
Inactive,2010-11-01,2018-08-20,Roth 401(k),2535,867,21325.462771764105
Active,2010-05-11,,529,2536,867,163764.5711773989
Active,2016-08-02,,Traditional IRA,2537,868,1349.0771202514438
Active,2015-11-23,,Traditional IRA,2538,869,2990.9896745504197
Active,2015-10-30,,Roth IRA,2539,869,13555.581142155672
Active,2006-07-20,,Roth IRA,2540,870,1718.4219725025064
Active,2005-04-30,,529,2541,870,9389.776810077912
Active,2014-01-26,,Traditional IRA,2542,870,89040.78376998057
Active,2015-11-06,,Roth 401(k),2543,871,11228.485075139457
Active,2015-02-18,,Brokerage,2544,871,2579.430266008191
Active,2017-04-17,,Roth IRA,2545,871,23250.26596737783
Active,2015-04-18,,Traditional IRA,2546,871,207325.46105082694
Active,2017-10-25,,529,2547,871,20249.220335776827
Active,2016-04-06,,Roth IRA,2548,872,14691.70594188583
Active,2010-04-04,,Brokerage,2549,872,7292.2567631870315
Active,2015-06-05,,Roth IRA,2550,873,14274.298504321912
Active,2017-08-26,,Traditional IRA,2551,873,18561.495141925578
Active,2016-08-10,,Brokerage,2552,873,16612.025014673116
Active,2017-04-16,,529,2553,873,3267.1917258613626
Active,2014-10-07,,Roth 401(k),2554,873,14662.945631520612
Active,2011-12-20,,Brokerage,2555,874,16114.179448738712
Active,2010-06-09,,Traditional IRA,2556,874,3821.07417946359
Inactive,2018-07-03,2018-10-11,Roth IRA,2557,874,5891.484878711455
Active,2015-06-04,,Traditional IRA,2558,875,16961.964430834756
Active,2015-11-30,,Roth 401(k),2559,875,4982.780680297183
Active,2008-08-24,,Roth IRA,2560,875,8809.299569115206
Active,2008-10-17,,Brokerage,2561,875,24441.739686043198
Active,2009-06-26,,Roth IRA,2562,876,1413.8823661771837
Active,2014-08-25,,Brokerage,2563,876,112963.70391385653
Active,2010-02-21,,Roth 401(k),2564,876,12049.685655005915
Active,2018-03-10,,529,2565,876,14579.10856932786
Active,2014-08-12,,Traditional IRA,2566,876,3775.909409437661
Inactive,2012-03-02,2015-01-17,529,2567,877,18474.37137100425
Active,2018-03-13,,529,2568,878,228540.49655890002
Active,2016-12-22,,529,2569,879,9810.914586806337
Active,2016-03-18,,529,2570,880,8424.56260105531
Active,2012-06-26,,Roth IRA,2571,880,20545.39586314762
Active,2012-12-14,,Brokerage,2572,880,19650.56935999697
Inactive,2018-04-12,2018-08-06,529,2573,881,18187.689280703988
Active,2017-01-12,,Roth IRA,2574,881,18564.891187947112
Active,2016-11-06,,Brokerage,2575,881,8052.851121913458
Active,2017-11-02,,Roth 401(k),2576,882,1251.1282178310141
Active,2002-09-06,,Brokerage,2577,883,15058.105804375211
Active,2005-08-18,,Roth IRA,2578,884,167579.18638439447
Active,2011-05-29,,Brokerage,2579,885,23262.35373151454
Active,2014-10-26,,Roth IRA,2580,885,11566.693193105051
Active,2012-08-04,,529,2581,885,22776.65866701074
Active,2010-04-28,,529,2582,886,11356.284148861145
Active,2014-09-08,,Roth 401(k),2583,886,11855.712722328506
Active,2004-07-12,,Traditional IRA,2584,886,23995.58596716863
Active,2010-01-10,,Brokerage,2585,886,12283.039915796408
Active,2008-09-25,,Roth IRA,2586,886,13878.873823994234
Inactive,2016-07-17,2018-04-09,529,2587,887,9441.068810434934
Active,2017-01-03,,Traditional IRA,2588,887,14053.368419976963
Inactive,2014-12-26,2015-10-07,Roth IRA,2589,887,286513.9496589416
Active,2014-12-18,,Brokerage,2590,887,180728.7742012539
Active,2017-12-27,,Roth 401(k),2591,887,250710.60301902163
Active,2016-05-22,,Traditional IRA,2592,888,24996.413371866638
Active,2015-11-02,,529,2593,888,19982.771715266754
Active,2016-10-02,,Roth IRA,2594,888,13119.986401783719
Active,2016-12-07,,Traditional IRA,2595,889,8733.609134488823
Active,2018-03-01,,Brokerage,2596,889,19589.818665390263
Inactive,2013-12-18,2018-07-21,529,2597,889,3773.9814756688147
Active,2016-09-01,,Roth IRA,2598,889,3663.5897000775512
Active,2016-08-06,,Roth 401(k),2599,889,10715.308663388161
Active,2015-05-10,,Brokerage,2600,890,12718.067245580924
Active,2013-02-22,,529,2601,890,12160.7792137342
Active,2017-07-14,,Traditional IRA,2602,890,6298.912461605281
Active,2014-11-24,,Roth 401(k),2603,890,122957.96994696058
Active,2012-12-26,,Roth IRA,2604,890,24650.966092360006
Active,2007-01-07,,Traditional IRA,2605,891,21794.01236102074
Active,2010-04-23,,529,2606,891,18334.416363409648
Active,2001-03-21,,Brokerage,2607,892,11048.761395889853
Inactive,2004-05-25,2005-04-05,Traditional IRA,2608,892,22403.766418573658
Active,2018-06-14,,529,2609,892,264652.85264855425
Active,2001-12-23,,Roth IRA,2610,892,8005.994427374568
Inactive,2007-12-09,2016-11-05,Traditional IRA,2611,893,157694.22762337528
Active,2013-01-15,,Brokerage,2612,893,8643.169190463374
Active,2011-05-17,,Roth 401(k),2613,893,10911.107682135435
Active,2013-02-13,,Traditional IRA,2614,894,22574.569511875776
Active,2016-11-16,,529,2615,895,17509.724936942344
Active,2017-12-22,,Roth IRA,2616,895,161537.9657564786
Active,2013-07-03,,Traditional IRA,2617,896,21078.476784404964
Inactive,2010-06-25,2011-12-12,529,2618,896,9939.100097637334
Active,2017-04-07,,Roth 401(k),2619,896,84610.87114889055
Inactive,2012-04-10,2017-03-27,Brokerage,2620,896,24241.12278277238
Inactive,2012-03-14,2013-12-07,Roth IRA,2621,896,20389.942986639104
Active,2011-03-16,,Traditional IRA,2622,897,20863.68023744678
Active,2006-02-17,,Roth IRA,2623,897,19840.348894230407
Active,2014-11-07,,529,2624,897,14063.31219081507
Active,2011-04-19,,Roth 401(k),2625,897,274341.06962253083
Active,2016-02-01,,Brokerage,2626,897,9298.092276016454
Active,2014-09-20,,Roth 401(k),2627,898,18990.722282814237
Inactive,2016-04-09,2016-11-25,Roth IRA,2628,898,2117.4269652817684
Inactive,2013-12-24,2017-10-08,529,2629,898,21990.22671752392
Active,2015-05-05,,Brokerage,2630,899,10028.41503890832
Active,2015-03-25,,Roth 401(k),2631,900,18987.267808928438
Active,2014-01-04,,Roth IRA,2632,901,12389.885670959555
Active,2012-10-05,,529,2633,901,1481.6435994242445
Active,2016-06-23,,Brokerage,2634,901,17059.729962745507
Active,2014-04-30,,Roth 401(k),2635,901,171843.8500822074
Active,2005-08-10,,Brokerage,2636,902,75755.77289291788
Active,2017-03-10,,Brokerage,2637,903,20409.549301700834
Active,2016-11-08,,529,2638,903,10529.119738796075
Active,2015-06-22,,Traditional IRA,2639,903,20814.66038458954
Active,2017-03-16,,Roth 401(k),2640,903,5160.934305470854
Active,2005-06-07,,Brokerage,2641,904,5939.127912679924
Active,2003-09-27,,529,2642,904,16129.68888699913
Active,2007-08-12,,Roth IRA,2643,904,165394.42863404937
Active,2010-08-07,,Roth 401(k),2644,905,12315.491498243611
Active,2014-11-13,,Brokerage,2645,905,22867.180494704182
Active,2011-01-12,,Roth IRA,2646,905,10734.247219623323
Active,2017-11-15,,Traditional IRA,2647,906,2066.5289048483874
Active,2013-01-27,,Brokerage,2648,906,90215.07501064206
Active,2015-12-30,,Roth IRA,2649,906,3350.926567814005
Active,2016-03-21,,Roth 401(k),2650,906,23531.981633789346
Active,2015-05-28,,529,2651,906,13114.093621284019
Inactive,2018-04-05,2018-08-09,Traditional IRA,2652,907,154851.96190746233
Active,2016-01-13,,Brokerage,2653,907,229994.06132506276
Active,2012-03-24,,Roth 401(k),2654,907,12962.438167099754
Active,2013-04-15,,529,2655,908,18360.787764544802
Active,2015-07-29,,Traditional IRA,2656,908,1575.0666501320766
Active,2016-10-30,,Brokerage,2657,908,22099.626774713473
Active,2015-08-30,,Roth IRA,2658,908,12219.785519130444
Active,2015-09-12,,Brokerage,2659,909,22600.101019573645
Active,2016-07-21,,Roth 401(k),2660,910,8904.528008769903
Active,2016-06-10,,Brokerage,2661,910,4637.76795961308
Active,2016-08-07,,Roth IRA,2662,910,3021.7389328867566
Active,2018-06-25,,Roth 401(k),2663,911,23681.783726040056
Active,2018-03-02,,Roth IRA,2664,911,5482.947620242482
Active,2018-03-23,,529,2665,911,7215.345209252321
Active,2015-08-09,,Brokerage,2666,912,18634.616027911205
Active,2014-03-09,,Roth IRA,2667,912,3670.927566139901
Active,2012-11-21,,Roth 401(k),2668,912,22106.476681367232
Active,2012-01-11,,Traditional IRA,2669,912,22210.63021071667
Active,2011-11-25,,529,2670,912,18053.971490150485
Active,2008-06-24,,529,2671,913,24449.429164991478
Active,2010-03-15,,Roth 401(k),2672,914,6171.463199918242
Active,2017-09-28,,Roth IRA,2673,914,11023.955732675153
Active,2014-06-01,,529,2674,914,1434.6683994522155
Active,2009-11-03,,Traditional IRA,2675,914,23361.915730150242
Active,2012-02-08,,Brokerage,2676,914,16110.934786235643
Active,2015-12-29,,Traditional IRA,2677,915,10197.754678236452
Inactive,2015-12-17,2018-06-13,Roth 401(k),2678,915,74575.89494902082
Active,2015-04-23,,529,2679,915,7859.030871796106
Active,2018-07-01,,Roth IRA,2680,915,23304.779040699734
Active,2015-03-31,,Brokerage,2681,915,16929.476520338227
Active,2018-07-24,,Traditional IRA,2682,916,1854.0742580008196
Active,2015-02-09,,Roth 401(k),2683,916,8449.944605176417
Active,2013-04-19,,Roth IRA,2684,917,3964.1173687867254
Active,2015-07-18,,529,2685,917,5201.389198007816
Active,2014-10-12,,Roth 401(k),2686,918,16240.707630578265
Active,2016-08-04,,Traditional IRA,2687,918,9187.037148526997
Active,2012-01-22,,529,2688,919,3298.7492194402057
Inactive,2012-11-26,2013-11-05,Roth 401(k),2689,919,23168.59501149255
Active,2012-04-24,,Traditional IRA,2690,919,14989.138161793606
Active,2018-07-07,,Brokerage,2691,919,17692.665481476084
Active,2013-12-01,,Traditional IRA,2692,920,16424.499165219582
Active,2004-08-06,,Brokerage,2693,920,14127.073067163175
Active,2010-07-19,,Roth IRA,2694,920,110732.46284531514
Active,2016-02-29,,Roth IRA,2695,921,4492.314453655303
Active,2014-10-20,,Brokerage,2696,921,5991.031424397527
Active,2017-07-01,,529,2697,921,18311.006846247157
Active,2018-04-28,,Traditional IRA,2698,921,7348.310584342806
Inactive,2001-10-01,2014-03-27,Brokerage,2699,922,24977.30658416694
Active,2004-03-21,,529,2700,922,18416.101124255307
Active,2013-10-02,,Traditional IRA,2701,923,15368.908934655408
Active,2016-12-30,,Brokerage,2702,924,22458.91586957411
Active,2015-08-22,,Traditional IRA,2703,924,8912.077096819223
Active,2013-01-16,,Roth IRA,2704,924,232914.62366040773
Active,2016-02-26,,529,2705,924,270310.07565982
Active,2009-09-10,,Traditional IRA,2706,925,18202.447072951272
Active,2012-08-22,,Roth 401(k),2707,925,11745.03324395292
Active,2011-12-26,,Brokerage,2708,925,8431.90630662002
Active,2013-02-21,,Roth IRA,2709,925,6673.3227413617715
Active,2016-12-01,,529,2710,926,23816.377850373174
Active,2017-03-22,,Traditional IRA,2711,926,22021.33413498177
Active,2017-12-17,,Brokerage,2712,926,23021.491743730723
Active,2018-06-14,,Roth 401(k),2713,926,3633.127764329598
Inactive,2015-04-25,2017-01-03,Roth IRA,2714,926,13339.898374987739
Active,2011-02-18,,Roth IRA,2715,927,4803.892564885344
Active,2011-01-29,,Traditional IRA,2716,927,6793.823955297226
Active,2010-03-15,,Roth 401(k),2717,927,18777.971797880517
Active,2005-06-29,,Brokerage,2718,927,10124.298540875996
Active,2006-10-24,,529,2719,927,7725.89279078949
Active,2015-08-06,,Brokerage,2720,928,4103.537968472308
Active,2012-12-11,,Roth IRA,2721,928,63957.05352439453
Active,2016-05-18,,529,2722,928,14825.65775659249
Active,2015-12-24,,Roth 401(k),2723,928,7730.489707500963
Active,2005-06-22,,Traditional IRA,2724,929,9594.909993478748
Active,2005-01-23,,Roth IRA,2725,929,237194.76079211244
Active,2002-12-31,,529,2726,929,17937.232815209234
Active,2011-03-05,,Roth 401(k),2727,929,16777.701176492752
Active,2015-08-06,,Brokerage,2728,930,23686.368381363038
Active,2017-03-08,,Roth IRA,2729,930,10956.869458636098
Active,2017-08-02,,Traditional IRA,2730,931,14106.960406721115
Active,2018-04-10,,529,2731,932,23110.028567371937
